"group_heb","unit_heb","year","subunit_heb","habitat_heb","factor_heb","proximity_heb","site_heb","lon","lat","species_heb","count"
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.8203,31.41109,"צוצלת",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.8203,31.41109,"קאק",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.8203,31.41109,"שחרור",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.8203,31.41109,"תור צווארון",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"דרור הבית",13
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"יונת בית",8
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"ירקון",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"סיקסק",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"עפרוני מצויץ",12
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"פשוש",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"קאק",10
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82186,31.41437,"תור צווארון",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"בז מצוי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"דרור הבית",21
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"יונת בית",10
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"נקר סורי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"סיקסק",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"עורבני שחור-כיפה",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"עפרוני מצויץ",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"פשוש",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"צופית בוהקת",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"קאק",45
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","דביר",34.82224,31.4072,"תור צווארון",9
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"אנפית בקר",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"בז מצוי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"דרור הבית",38
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"יונת בית",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"ירקון",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"עורב אפור",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"עורבני שחור-כיפה",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"צופית בוהקת",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"צוצלת",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"קאק",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להבים",34.82488,31.36952,"תור צווארון",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"בולבול ממושקף",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"דרור הבית",13
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"יונת בית",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"סבכי שחור-ראש",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"עורב אפור",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"פשוש",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"צופית בוהקת",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"קאק",18
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"שחרור",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.86524,31.38111,"תור צווארון",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"בולבול ממושקף",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"דוכיפת",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"דרור הבית",27
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"יונת בית",10
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"ירגזי מצוי",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"ירקון",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"סבכי שחור-ראש",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"עורב אפור",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"עורבני שחור-כיפה",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"צופית בוהקת",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"צוצלת",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"קאק",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"שחרור",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87172,31.37601,"תור צווארון",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"אנפית בקר",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"דרור הבית",16
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"יונת בית",7
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"סיקסק",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"עורב אפור",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"צוצלת",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"קאק",16
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","להב",34.87249,31.38093,"תור צווארון",7
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"אנפית בקר",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"בולבול ממושקף",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"דרור הבית",16
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"יונת בית",10
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"ירקון",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"סנונית מדבר",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"עפרוני מצויץ",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"פשוש",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"צופית בוהקת",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"צוצלת",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"שחרור",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.93757,31.31909,"תור צווארון",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"דרור הבית",18
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"יונת בית",9
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"ירקון",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"עורבני שחור-כיפה",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"עפרוני מצויץ",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"צופית בוהקת",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"צוצלת",8
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"שחרור",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.9394,31.3336,"תור צווארון",8
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"בולבול ממושקף",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"דרור הבית",10
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"יונת בית",8
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"נקר סורי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"עורבני שחור-כיפה",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"צופית בוהקת",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"צוצלת",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"שחרור",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","מיתר",34.94875,31.32856,"תור צווארון",10
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1009,31.34135,"דרור הבית",7
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1009,31.34135,"ירקון",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1009,31.34135,"עפרוני מצויץ",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1009,31.34135,"צופית בוהקת",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1009,31.34135,"צוצלת",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1009,31.34135,"שחרור",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1009,31.34135,"תור צווארון",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"בולבול ממושקף",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"דרור הבית",42
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"חוגלת סלעים",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"יונת בית",8
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"ירגזי מצוי",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"ירקון",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"עורב אפור",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"עורבני שחור-כיפה",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"פשוש",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.1011,31.35018,"צוצלת",7
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"בולבול ממושקף",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"בז מצוי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"דרור הבית",25
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"יונת בית",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"כרוון מצוי",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"מיינה מצויה",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"עורבני שחור-כיפה",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"עפרוני מצויץ",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"פשוש",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"צוצלת",12
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"קאק",30
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","קרוב","הר עמשא",35.10192,31.34574,"תור צווארון",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.82155,31.43325,"דרור הבית",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.82155,31.43325,"עפרוני מצויץ",9
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.82155,31.43325,"עקב עיטי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82532,31.35501,"בז מצוי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82532,31.35501,"עפרוני מצויץ",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82532,31.35501,"פפיון הרים",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.82725,31.4286,"גיבתון עפרוני",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.82725,31.4286,"דרור ספרדי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.82725,31.4286,"עפרוני מצויץ",14
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.82725,31.4286,"תפר",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82732,31.36569,"דרור הבית",35
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82732,31.36569,"ירקון",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82732,31.36569,"כוס החורבות",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82732,31.36569,"עפרוני מצויץ",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82732,31.36569,"קאק",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.82732,31.36569,"תור צווארון",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.83117,31.36198,"בז מצוי",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להבים",34.83117,31.36198,"עפרוני מצויץ",12
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.83745,31.42574,"יונת בית",11
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.83745,31.42574,"עפרוני מצויץ",14
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.83745,31.42574,"פשוש",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.83745,31.42574,"קאק",15
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","דביר",34.83745,31.42574,"תור צווארון",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86098,31.39018,"בז מצוי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86098,31.39018,"דרור ספרדי",27
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86098,31.39018,"עפרוני מצויץ",8
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86104,31.39352,"דרור ספרדי",15
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86104,31.39352,"עפרוני מצויץ",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86104,31.39352,"פפיון הרים",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86104,31.39352,"פשוש",3
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86104,31.39352,"קטה גדולה",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86574,31.39263,"דרור ספרדי",12
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86574,31.39263,"עפרוני מצויץ",8
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86574,31.39263,"פפיון הרים",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86574,31.39263,"פשוש",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","להב",34.86574,31.39263,"קאק",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","מיתר",34.96257,31.34147,"עפרוני מצויץ",4
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","מיתר",34.96257,31.34147,"פשוש",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","מיתר",34.97267,31.32995,"בז מצוי",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","מיתר",34.97267,31.32995,"עורב חום-עורף",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","מיתר",34.97267,31.32995,"עפרוני מצויץ",10
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","מיתר",34.97674,31.32596,"בז מצוי",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","מיתר",34.97674,31.32596,"עפרוני מצויץ",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.10011,31.33692,"דוכיפת",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.10011,31.33692,"עפרוני מצויץ",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.10011,31.33692,"פשוש",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.10671,31.33974,"חוגלת סלעים",6
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.10671,31.33974,"עפרוני מצויץ",11
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.10671,31.33974,"קאק",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.11299,31.34949,"חוגלת סלעים",2
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.11299,31.34949,"עפרוני מצויץ",5
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.11299,31.34949,"פפיון הרים",1
"עופות","אזור הספר הים תיכוני",2012,NA,NA,"יישובים","רחוק","הר עמשא",35.11299,31.34949,"קאק",10
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.8039,31.36583,"בולבול ממושקף",3
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.8039,31.36583,"דרור הבית",9
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.8039,31.36583,"יונת בית",10
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.8039,31.36583,"מיינה מצויה",4
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.8039,31.36583,"עורב אפור",5
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.8039,31.36583,"צופית בוהקת",3
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.8039,31.36583,"תור צווארון",5
"עופות","אזור הספר הים תיכוני",2014,NA,NA,"יישובים","קרוב","להבים",34.81215,31.36485,"בולבול ממושקף",2
